id,title,authors,venue,year,citationCount,referenceCount,influentialCitationCount,doi,url
8a5590978930070f50c5f9fbf61f67e5d95794f0,Machine Number Sense: A Dataset of Visual Arithmetic Problems for Abstract and Relational Reasoning,Wenhe Zhang; Chi Zhang; Yixin Zhu; Song-Chun Zhu,AAAI Conference on Artificial Intelligence,2020,33,60,3,10.1609/AAAI.V34I02.5489,https://www.semanticscholar.org/paper/8a5590978930070f50c5f9fbf61f67e5d95794f0
36d6c8895bbc755964b8b2136c6fd6087a7af089,TORQUE: A Reading Comprehension Dataset of Temporal Ordering Questions,Qiang Ning; Hao Wu; Rujun Han; Nanyun Peng; Matt Gardner; Dan Roth,Conference on Empirical Methods in Natural Language Processing,2020,128,51,16,10.18653/v1/2020.emnlp-main.88,https://www.semanticscholar.org/paper/36d6c8895bbc755964b8b2136c6fd6087a7af089
016760dc4a05489ddf5dbb48aecbb49e214e1b71,Birds Have Four Legs?! NumerSense: Probing Numerical Commonsense Knowledge of Pre-trained Language Models,Bill Yuchen Lin; Seyeon Lee; Rahul Khanna; Xiang Ren,Conference on Empirical Methods in Natural Language Processing,2020,169,32,12,10.18653/v1/2020.emnlp-main.557,https://www.semanticscholar.org/paper/016760dc4a05489ddf5dbb48aecbb49e214e1b71
72e6b14c081ad3e6a1c295b60e5c834837e6b304,Towards Question Format Independent Numerical Reasoning: A Set of Prerequisite Tasks,Swaroop Mishra; Arindam Mitra; Neeraj Varshney; Bhavdeep Singh Sachdeva; Chitta Baral,arXiv.org,2020,14,46,1,,https://www.semanticscholar.org/paper/72e6b14c081ad3e6a1c295b60e5c834837e6b304
0bfd4ed399054eae26c3cdaabc0aed80ca95e125,Neural Power Units,Niklas Heim; T. Pevný; V. Šmídl,Neural Information Processing Systems,2020,13,25,3,,https://www.semanticscholar.org/paper/0bfd4ed399054eae26c3cdaabc0aed80ca95e125
0c7f81e26ae77b4be5e5e6ab96641effe219ab1c,Probing for Multilingual Numerical Understanding in Transformer-Based Language Models,Devin J. Johnson; Denise Mak; Andrew Barker; Lexi Loessberg-Zahl,BlackboxNLP Workshop on Analyzing and Interpreting Neural Networks for NLP,2020,18,8,1,10.18653/v1/2020.blackboxnlp-1.18,https://www.semanticscholar.org/paper/0c7f81e26ae77b4be5e5e6ab96641effe219ab1c
57d1e7ac339e783898f2c3b1af55737cbeee9fc5,Measuring Mathematical Problem Solving With the MATH Dataset,Dan Hendrycks; Collin Burns; Saurav Kadavath; Akul Arora; Steven Basart; Eric Tang; D. Song; J. Steinhardt,NeurIPS Datasets and Benchmarks,2021,6389,71,1446,,https://www.semanticscholar.org/paper/57d1e7ac339e783898f2c3b1af55737cbeee9fc5
13c4e5a6122f3fa2663f63e49537091da6532f35,Are NLP Models really able to Solve Simple Math Word Problems?,Arkil Patel; S. Bhattamishra; Navin Goyal,North American Chapter of the Association for Computational Linguistics,2021,1347,28,274,10.18653/V1/2021.NAACL-MAIN.168,https://www.semanticscholar.org/paper/13c4e5a6122f3fa2663f63e49537091da6532f35
3dd61d97827e3f380bf9304101149a3f865051fc,Injecting Numerical Reasoning Skills into Language Models,Mor Geva; Ankit Gupta; Jonathan Berant,Annual Meeting of the Association for Computational Linguistics,2020,249,35,25,10.18653/v1/2020.acl-main.89,https://www.semanticscholar.org/paper/3dd61d97827e3f380bf9304101149a3f865051fc
28a5a53dafacebad8a7c47773079caeffb9a5baa,Representing Numbers in NLP: a Survey and a Vision,Avijit Thawani; J. Pujara; Pedro A. Szekely; Filip Ilievski,North American Chapter of the Association for Computational Linguistics,2021,151,70,8,10.18653/V1/2021.NAACL-MAIN.53,https://www.semanticscholar.org/paper/28a5a53dafacebad8a7c47773079caeffb9a5baa
0427110f0e79f41e69a8eb00a3ec8868bac26a4f,Do NLP Models Know Numbers? Probing Numeracy in Embeddings,Eric Wallace; Yizhong Wang; Sujian Li; Sameer Singh; Matt Gardner,Conference on Empirical Methods in Natural Language Processing,2019,319,30,37,10.18653/v1/D19-1534,https://www.semanticscholar.org/paper/0427110f0e79f41e69a8eb00a3ec8868bac26a4f
dda6fb309f62e2557a071522354d8c2c897a2805,DROP: A Reading Comprehension Benchmark Requiring Discrete Reasoning Over Paragraphs,Dheeru Dua; Yizhong Wang; Pradeep Dasigi; Gabriel Stanovsky; Sameer Singh; Matt Gardner,North American Chapter of the Association for Computational Linguistics,2019,1366,54,233,10.18653/v1/N19-1246,https://www.semanticscholar.org/paper/dda6fb309f62e2557a071522354d8c2c897a2805
afed6dc6900d3b37e528b9086661bba583d60bf6,Analysing Mathematical Reasoning Abilities of Neural Models,D. Saxton; Edward Grefenstette; Felix Hill; Pushmeet Kohli,International Conference on Learning Representations,2019,532,32,52,,https://www.semanticscholar.org/paper/afed6dc6900d3b37e528b9086661bba583d60bf6
2cc3ab9fa41ba2804e301f7eae9598636e62422a,Investigating the Limitations of Transformers with Simple Arithmetic Tasks,Rodrigo Nogueira; Zhiying Jiang; Jimmy J. Li,,2021,165,49,15,,https://www.semanticscholar.org/paper/2cc3ab9fa41ba2804e301f7eae9598636e62422a
37588705a2af7d5b24d901dd33ade1ff293aabdd,Investigating Numeracy Learning Ability of a Text-to-Text Transfer Model,Kuntal Pal; Chitta Baral,Conference on Empirical Methods in Natural Language Processing,2021,22,18,1,10.18653/v1/2021.findings-emnlp.265,https://www.semanticscholar.org/paper/37588705a2af7d5b24d901dd33ade1ff293aabdd
112ac68ddb0f021517dd465e89918fa52755cc35,Measuring Arithmetic Extrapolation Performance,Andreas Madsen; alexander rosenberg johansen,Neural Information Processing Systems,2019,12,9,3,,https://www.semanticscholar.org/paper/112ac68ddb0f021517dd465e89918fa52755cc35
6f69e19348870552a7ab92d038c8b8d753fe6b60,Neural Arithmetic Expression Calculator,Kaiyu Chen; Yihan Dong; Xipeng Qiu; Zitian Chen,arXiv.org,2018,17,26,4,,https://www.semanticscholar.org/paper/6f69e19348870552a7ab92d038c8b8d753fe6b60
1eff94b44432a8e6af29288b8234494516579ad3,EQUATE: A Benchmark Evaluation Framework for Quantitative Reasoning in Natural Language Inference,Abhilasha Ravichander; Aakanksha Naik; C. Rosé; E. Hovy,Conference on Computational Natural Language Learning,2019,87,70,14,10.18653/v1/K19-1033,https://www.semanticscholar.org/paper/1eff94b44432a8e6af29288b8234494516579ad3
8eb9b2ea146e3a381a29b4a9314c36f61b71e367,Extracting Commonsense Properties from Embeddings with Limited Human Guidance,Yiben Yang; L. Birnbaum; Ji-Ping Z. Wang; Doug Downey,Annual Meeting of the Association for Computational Linguistics,2018,21,14,3,10.18653/v1/P18-2102,https://www.semanticscholar.org/paper/8eb9b2ea146e3a381a29b4a9314c36f61b71e367
5fda196ca0039089181e7d8e22cc500cbea4c877,NUMCoT: Numerals and Units of Measurement in Chain-of-Thought Reasoning using Large Language Models,An-Cheng Xu; Minghuan Tan; Lei Wang; Min Yang; Ruifeng Xu,Annual Meeting of the Association for Computational Linguistics,2024,1,38,0,10.48550/arXiv.2406.02864,https://www.semanticscholar.org/paper/5fda196ca0039089181e7d8e22cc500cbea4c877
c36277b67814e0a522e786a38e1768612b0e63f2,Exploring the Learning Mechanisms of Neural Division Modules,Bhumika Mistry; K. Farrahi; Jonathon S. Hare,Trans. Mach. Learn. Res.,2022,0,27,0,,https://www.semanticscholar.org/paper/c36277b67814e0a522e786a38e1768612b0e63f2
0e6e8274d0dcbc1c3c1ccdbd87f3e5d53fdf62b4,QA Dataset Explosion: A Taxonomy of NLP Resources for Question Answering and Reading Comprehension,Anna Rogers; Matt Gardner; Isabelle Augenstein,ACM Computing Surveys,2021,206,348,8,10.1145/3560260,https://www.semanticscholar.org/paper/0e6e8274d0dcbc1c3c1ccdbd87f3e5d53fdf62b4
d34e6c84119cef8eb9149a27d6b4903131407ea6,How Large Are Lions? Inducing Distributions over Quantitative Attributes,Yanai Elazar; A. Mahabal; Deepak Ramachandran; Tania Bedrax-Weiss; Dan Roth,Annual Meeting of the Association for Computational Linguistics,2019,62,30,2,10.18653/v1/P19-1388,https://www.semanticscholar.org/paper/d34e6c84119cef8eb9149a27d6b4903131407ea6
c9343c26a0e604f7afd94b7290bbdf8d96cd65b6,Predicting Numerals in Natural Language Text Using a Language Model Considering the Quantitative Aspects of Numerals,Taku Sakamoto; Akiko Aizawa,Workshop on Knowledge Extraction and Integration for Deep Learning Architectures; Deep Learning Inside Out,2021,5,25,0,10.18653/V1/2021.DEELIO-1.14,https://www.semanticscholar.org/paper/c9343c26a0e604f7afd94b7290bbdf8d96cd65b6
18cad1aa7a3f6e783183a5588e85a9dc3ba6ede6,Enhancing Quantitative Reasoning Skills of Large Language Models through Dimension Perception,Yuncheng Huang; Qi He; Jiaqing Liang; Sihang Jiang; Yanghua Xiao; Yunwen Chen,IEEE International Conference on Data Engineering,2023,7,43,0,10.1109/ICDE60146.2024.00066,https://www.semanticscholar.org/paper/18cad1aa7a3f6e783183a5588e85a9dc3ba6ede6
ff8f3dfd9e2f4a92310999722abefab202935521,Do Language Models Understand Measurements?,Sungjin Park; Seung-kook Ryu; E. Choi,Conference on Empirical Methods in Natural Language Processing,2022,6,26,1,10.48550/arXiv.2210.12694,https://www.semanticscholar.org/paper/ff8f3dfd9e2f4a92310999722abefab202935521
eef7cfe8267954adbb4675576072a1d80ca7a3a8,MathQA: Towards Interpretable Math Word Problem Solving with Operation-Based Formalisms,Aida Amini; Saadia Gabriel; Shanchuan Lin; Rik Koncel-Kedziorski; Yejin Choi; Hannaneh Hajishirzi,North American Chapter of the Association for Computational Linguistics,2019,915,25,114,10.18653/v1/N19-1245,https://www.semanticscholar.org/paper/eef7cfe8267954adbb4675576072a1d80ca7a3a8
c9e55ef1b3362db711d95a928a28a8cbd0db3092,Number Cookbook: Number Understanding of Language Models and How to Improve It,Haotong Yang; Yi Hu; Shijia Kang; Zhou-Chen Lin; Muhan Zhang,International Conference on Learning Representations,2024,51,66,5,10.48550/arXiv.2411.03766,https://www.semanticscholar.org/paper/c9e55ef1b3362db711d95a928a28a8cbd0db3092
251a27e00b9838c8c315f0152cb52762db766aee,Visual sense of number vs. sense of magnitude in humans and machines,Alberto Testolin; S. Dolfi; Mathijs Rochus; M. Zorzi,Scientific Reports,2020,55,92,3,10.1038/s41598-020-66838-5,https://www.semanticscholar.org/paper/251a27e00b9838c8c315f0152cb52762db766aee
11bb73c6cdec9c5ce579194c26ad74c722e32f95,Numeracy-600K: Learning Numeracy for Detecting Exaggerated Information in Market Comments,Chung-Chi Chen; Hen-Hsen Huang; Hiroya Takamura; Hsin-Hsi Chen,Annual Meeting of the Association for Computational Linguistics,2019,51,16,7,10.18653/v1/P19-1635,https://www.semanticscholar.org/paper/11bb73c6cdec9c5ce579194c26ad74c722e32f95
d5fcad8a3b183642fcf609519a4dbbda9c3541ff,Learning Numeral Embedding,Chengyue Jiang; Zhonglin Nian; Kaihao Guo; Shanbo Chu; Yinggong Zhao; Libin Shen; Kewei Tu,Findings,2019,28,43,5,10.18653/v1/2020.findings-emnlp.235,https://www.semanticscholar.org/paper/d5fcad8a3b183642fcf609519a4dbbda9c3541ff
5f277d2605a272c321615373254097939aae4fac,“When Numbers Matter!”: Detecting Sarcasm in Numerical Portions of Text,Abhijeet Dubey; Lakshya Kumar; Arpan Somani; Aditya Joshi; P. Bhattacharyya,WASSA@NAACL-HLT,2019,23,30,3,10.18653/v1/W19-1309,https://www.semanticscholar.org/paper/5f277d2605a272c321615373254097939aae4fac
da4fc448a81ca207609e78bced9a02a10f75866e,SemEval-2018 Task 5: Counting Events and Participants in the Long Tail,Marten Postma; Filip Ilievski; P. Vossen,International Workshop on Semantic Evaluation,2018,19,28,1,10.18653/v1/S18-1009,https://www.semanticscholar.org/paper/da4fc448a81ca207609e78bced9a02a10f75866e
0ee09a9f7c586b703650f9a189668366f619b9e2,A Fact-aligned Corpus of Numerical Expressions,Sandra Williams; R. Power,International Conference on Language Resources and Evaluation,2010,2,12,0,10.63317/2ua93xmdk8zw,https://www.semanticscholar.org/paper/0ee09a9f7c586b703650f9a189668366f619b9e2
01034e5d9539f208a2e848fc5fc65047b995ddc7,CONE: Embeddings for Complex Numerical Data Preserving Unit and Variable Semantics,Gyanendra Shrestha; A. Pyayt; M. Gubanov,Proc. ACM Manag. Data,2026,0,81,0,10.1145/3802049,https://www.semanticscholar.org/paper/01034e5d9539f208a2e848fc5fc65047b995ddc7
d721b4b0d4400262c6e12a35e6ec7a3c962fd201,Efficient numeracy in language models through single-token number embeddings,Linus Kreitner; Paul Hager; Jonathan Mengedoht; G. Kaissis; D. Rueckert; M. Menten,arXiv.org,2025,6,80,1,10.48550/arXiv.2510.06824,https://www.semanticscholar.org/paper/d721b4b0d4400262c6e12a35e6ec7a3c962fd201
07830f55a9c892237b93ed30667a1a5bf9e9f50e,PyraMathBench: Evaluating and Improving Mathematical Capability in Large Language Models,Zetian Ouyang; Linlin Wang; Gerard de Melo; Liang He,Annual Meeting of the Association for Computational Linguistics,2026,0,47,0,10.18653/v1/2026.findings-acl.1869,https://www.semanticscholar.org/paper/07830f55a9c892237b93ed30667a1a5bf9e9f50e
78ac5f3860d4d1bac6abe0cc0ac876b8e8329875,Toten: A Knowledge-Based System For Structure-Preserving Representation Of Physical Quantities And Technical Notation In Brazilian Portuguese,Antonio de Sousa Leitão; Allan Kardec Duailibe Barros; Fabrício Saul Lima; Selby Mykael Lima dos Santos; Rejani Bandeira Vieira Sousa,arXiv.org,2026,0,54,0,10.48550/arXiv.2606.19626,https://www.semanticscholar.org/paper/78ac5f3860d4d1bac6abe0cc0ac876b8e8329875
5d8cc0a280f58ccf4215ffe4f7900c84383035e4,NumColBERT: Non-Intrusive Numeracy Injection for Late-Interaction Retrieval Models,Haruki Fujimaki; Makoto P. Kato,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,2026,0,40,0,10.1145/3805712.3809688,https://www.semanticscholar.org/paper/5d8cc0a280f58ccf4215ffe4f7900c84383035e4
5bc3af2c542f1b7e7498cfac50fcfce082baa892,Variable-length Gray codes for the Natural Numbers,Ezequiel López-Rubio,arXiv.org,2026,0,21,0,10.48550/arXiv.2607.16088,https://www.semanticscholar.org/paper/5bc3af2c542f1b7e7498cfac50fcfce082baa892
f8830fe86cf9be2917c30d4abbded6039f6f741f,Numeracy in Large Language Models: Fundamental Limitations and Paths to Improvement,Ao-Xin Ni,,2026,1,44,0,,https://www.semanticscholar.org/paper/f8830fe86cf9be2917c30d4abbded6039f6f741f
237f772a8fb1a4ba69634a1f3c691cc182ab316b,LogiNumSynth: Synthesizing Joint Logical-Numerical Reasoning Problems for Language Models,Yiwei Liu; Yuchen Li; Xiao Li; Gong Cheng,arXiv.org,2025,2,61,0,10.48550/arXiv.2510.11031,https://www.semanticscholar.org/paper/237f772a8fb1a4ba69634a1f3c691cc182ab316b
29c8b567b865ff5e854c106a3ff1e24270bc1908,GenBERTplus : A New Approach to Numeracy in Natural Language Processing,Shuruthi Ajay; Vallidevi Krishnamurthy; Abhilasha Singh,Conference Information and Communication Technology,2025,0,35,0,10.1109/CICT67193.2025.11399104,https://www.semanticscholar.org/paper/29c8b567b865ff5e854c106a3ff1e24270bc1908
4701f3e330d468146dacdd538b58498cb1f7e130,Enhancing Numerical Prediction in LLMs via Smooth MMD Alignment,Zhuo Zuo; L. Yue; Wenhao Zheng; Chen-Peng Wang; Xiang-Gen Liu,arXiv.org,2026,0,34,0,10.48550/arXiv.2606.27731,https://www.semanticscholar.org/paper/4701f3e330d468146dacdd538b58498cb1f7e130
